ID,product,rate,village,date,farmer,buyerName,marketPrice,volume
11413,Coffee,120,PIRIBANDA,2019-07-05,Selena Rodriquez,ATTRACT Farm,110,36
11414,Cashewnut,100,Neelavaram,2019-07-05,Alundra Villanueva,NEST Organic Produce,98,43
11415,Coffee,120,GATE VALASA,2019-07-05,Aaron Kabotie,ATTRACT Farm,110,28
11416,Cashewnut,100,Neelavaram,2019-07-05,Kari Two Crow,NEST Organic Produce,98,103
11417,Coffee,120,NISANI VALASA,2019-07-05,Deidre Alcala,ATTRACT Farm,110,420
11418,Coffee,120,NISANI VALASA,2019-07-05,Adan Werner,ATTRACT Farm,110,550
11419,Cashewnut,95,CHINNAMPALEM,2019-07-05,Musfira al-Kamal,PIN Farm,93,62
11420,Cashewnut,95,CHINNAMPALEM,2019-07-05,Jared Givens,PIN Farm,93,89
11421,Coffee,120,K.Bedda Guda,2019-07-05,Justin Pollet,ATTRACT Farm,110,67
11422,Coffee,120,K.Bedda Guda,2019-07-05,Symon Marks,ATTRACT Farm,110,109
11423,Coffee,120,K.Bedda Guda,2019-07-05,Brittany Yazzie,ATTRACT Farm,110,50
11424,Cashewnut,95,CHINNAMPALEM,2019-07-05,Jayda Mccarthy,PIN Farm,93,72.5
11425,Coffee,120,K.Bedda Guda,2019-07-05,Julio Najar-Madera,ATTRACT Farm,110,18
11426,Cashewnut,95,CHINNAMPALEM,2019-07-05,Brittany Zavala,PIN Farm,93,63
11427,Coffee,120,K.Bedda Guda,2019-07-05,Dolores Martinez,ATTRACT Farm,110,12
11428,Cashewnut,95,CHINNAMPALEM,2019-07-05,Qutb el-Husain,PIN Farm,93,23
11430,Cashewnut,95,CHINNAMPALEM,2019-07-05,Torrye Knowles,PIN Farm,93,38
11431,Coffee,120,S.Bedaguda,2019-07-05,Kaarim al-Farid,ATTRACT Farm,110,130
11432,Cashewnut,95,CHINNAMPALEM,2019-07-05,Ariyelle Washington-Cloud,PIN Farm,93,74.5
11433,Cashewnut,95,CHINNAMPALEM,2019-07-05,Grace Lemont,PIN Farm,93,67.5
11434,Cashewnut,95,CHINNAMPALEM,2019-07-05,Minnie Gaona,PIN Farm,93,43
11435,Cashewnut,95,CHINNAMPALEM,2019-07-05,Destinie Litwiller,PIN Farm,93,89
11436,Cashewnut,95,CHINNAMPALEM,2019-07-05,Christopher Brito,PIN Farm,93,78.5
11437,Cashewnut,95,CHINNAMPALEM,2019-07-05,Jerrica Dudley,PIN Farm,93,48
11438,Cashewnut,95,CHINNAMPALEM,2019-07-05,Cade Castaneda,PIN Farm,93,33
11439,Cashewnut,95,CHINNAMPALEM,2019-07-05,Shanice Annan,PIN Farm,93,65
11440,Cashewnut,95,CHINNAMPALEM,2019-07-05,Ramona Suina,PIN Farm,93,55
11441,Cashewnut,95,CHINNAMPALEM,2019-07-05,Darian Canada,PIN Farm,93,53
11442,Cashewnut,95,CHINNAMPALEM,2019-07-05,Joshua Lee,PIN Farm,93,58
11443,Cashewnut,98,Lakshmipuram,2019-07-05,Mujaahida el-Kamel,GRAB Organic Produce,95,76
11444,Cashewnut,98,Lakshmipuram,2019-07-05,Shukri al-Akhter,GRAB Organic Produce,95,159
11445,Cashewnut,98,Lakshmipuram,2019-07-05,Abdul Hai el-Hasan,GRAB Organic Produce,95,212
11446,Cashewnut,98,Lakshmipuram,2019-07-05,Aaron Grieb,GRAB Organic Produce,95,43
11447,Cashewnut,98,Lakshmipuram,2019-07-05,Arfa Watt,GRAB Organic Produce,95,25
11448,Cashewnut,98,Lakshmipuram,2019-07-05,Ngirchoeang Nguyen,GRAB Organic Produce,95,85.5
11449,Cashewnut,98,Lakshmipuram,2019-07-05,Mya Luce,GRAB Organic Produce,95,67
11450,Cashewnut,98,Lakshmipuram,2019-07-05,Cody Engelhardt,GRAB Organic Produce,95,187
11451,Cashewnut,98,Lakshmipuram,2019-07-05,Jacob Herrera,GRAB Organic Produce,95,77.5
11452,Cashewnut,98,Lakshmipuram,2019-07-05,Anposahiyela Wolfchief,GRAB Organic Produce,95,36
11453,Cashewnut,98,Lakshmipuram,2019-07-05,Gursev Mckinzie,GRAB Organic Produce,95,82.5
11454,Cashewnut,98,Lakshmipuram,2019-07-05,Kimiko Strange Owl,GRAB Organic Produce,95,113
11456,Cashewnut,98,Lakshmipuram,2019-07-05,Hasan el-Jamail,GRAB Organic Produce,95,66
11457,Cashewnut,98,Lakshmipuram,2019-07-05,Tearah Gallegos,GRAB Organic Produce,95,72
11458,Cashewnut,98,Lakshmipuram,2019-07-05,Kalan Smith,GRAB Organic Produce,95,103
11459,Cashewnut,98,Lakshmipuram,2019-07-05,Carlos Nunez,GRAB Organic Produce,95,85.5
11460,Cashewnut,98,Lakshmipuram,2019-07-05,Jalen Moorer,GRAB Organic Produce,95,112.5
11461,Cashewnut,98,Lakkonda,2019-07-05,Itzel Pinto Pacheco,RECOMMEND Organic Produce,95,94.5
11462,Cashewnut,98,Lakkonda,2019-07-05,Ramla al-Burki,RECOMMEND Organic Produce,95,81.5
11463,Cashewnut,98,Lakkonda,2019-07-05,Maranda Bol,RECOMMEND Organic Produce,95,96
11464,Cashewnut,98,Lakkonda,2019-07-05,Faseeha el-Halaby,RECOMMEND Organic Produce,95,117
11465,Cashewnut,98,Lakkonda,2019-07-05,Ryann Lewis,RECOMMEND Organic Produce,95,208
11466,Cashewnut,98,Lakkonda,2019-07-05,Aaron Rudolph,RECOMMEND Organic Produce,95,69
11467,Cashewnut,98,Lakkonda,2019-07-05,Daquintay Gay,RECOMMEND Organic Produce,95,35
11468,Cashewnut,98,Lakkonda,2019-07-05,Aasima el-Muhammad,RECOMMEND Organic Produce,95,89
11469,Cashewnut,98,Lakkonda,2019-07-05,Yashna Vastine,RECOMMEND Organic Produce,95,68
11470,Cashewnut,98,Lakkonda,2019-07-05,Treandre Paplow,RECOMMEND Organic Produce,95,116.5
11471,Cashewnut,98,Lakkonda,2019-07-05,Fayyaad al-Mina,RECOMMEND Organic Produce,95,123
11472,Cashewnut,98,Lakkonda,2019-07-05,Guadalupe Quintana,RECOMMEND Organic Produce,95,81
11473,Cashewnut,98,Lakkonda,2019-07-05,Madaline Fairbanks,RECOMMEND Organic Produce,96,70
11474,Cashewnut,98,Lakkonda,2019-07-05,Shea Hunter,RECOMMEND Organic Produce,95,126
11475,Cashewnut,98,Lakkonda,2019-07-05,Leah Mcilhone O'Hara,RECOMMEND Organic Produce,95,129
11476,Cashewnut,98,Lakkonda,2019-07-05,Andrew Finley,RECOMMEND Organic Produce,95,182
11477,Cashewnut,98,Lakkonda,2019-07-05,Madison Adams,RECOMMEND Organic Produce,95,109
11478,Cashewnut,98,Lakkonda,2019-07-05,Hadeel al-Saeed,RECOMMEND Organic Produce,95,133
11479,Ginger,110,Ganjai Guda,2019-07-08,Sarah Norris,TRANSFER Organic Produce,100,22
11480,Ginger,110,Ganjai Guda,2019-07-08,Kendra Wimberly,TRANSFER Organic Produce,100,13
11481,Ginger,110,Ganjai Guda,2019-07-08,Lucas Vanhee,TRANSFER Organic Produce,105,26
11482,Ginger,110,Ganjai Guda,2019-07-08,Michael Im,TRANSFER Organic Produce,100,15
11483,Ginger,110,Ganjai Guda,2019-07-08,Haseeb Kim,TRANSFER Organic Produce,100,65
11484,Ginger,110,Ganjai Guda,2019-07-08,Mardiyya el-Ahsan,TRANSFER Organic Produce,105,20
11485,Ginger,110,Ganjai Guda,2019-07-08,Benjamin Bird,TRANSFER Organic Produce,100,35
11486,Ginger,110,Ganjai Guda,2019-07-08,Liliana Murillo,TRANSFER Organic Produce,105,25
11487,Ginger,110,Ganjai Guda,2019-07-08,Marina Willbanks,TRANSFER Organic Produce,105,16
11488,Ginger,110,Ganjai Guda,2019-07-08,Miriam Aileen Komatsu,TRANSFER Organic Produce,100,35
11489,Ginger,110,Ganjai Guda,2019-07-08,Kaitlyn Lucero,TRANSFER Organic Produce,105,16
11490,Ginger,110,Nuvva Guda,2019-07-08,Kijuan Retland,TRANSFER Organic Produce,105,17
11491,Ginger,110,Nuvva Guda,2019-07-08,Keegen Fabela,TRANSFER Organic Produce,105,19
11492,Ginger,110,Ganjai Guda,2019-07-08,Salamasina Ho,TRANSFER Organic Produce,105,22
11493,Ginger,110,Ganjai Guda,2019-07-08,Jonathan Sanchez,TRANSFER Organic Produce,105,25
11494,Ginger,110,Ganjai Guda,2019-07-08,Tiara Mcclease-Borden,TRANSFER Organic Produce,105,15
11495,Ginger,110,Ganjai Guda,2019-07-08,Marissa Chavez Burciaga,TRANSFER Organic Produce,105,22
11496,Ginger,112,Peda Labudu,2019-07-08,Chane Davis,TRANSFER Organic Produce,105,16
11497,Ginger,112,Peda Labudu,2019-07-08,Timothy Mandell,TRANSFER Organic Produce,105,14
11498,Cashewnut,98,Kothada,2019-07-09,Brice Hernandez,SIGH Farm,95,123
11499,Cashewnut,98,Kothada,2019-07-09,Siraj Black,SIGH Farm,95,146
11500,Cashewnut,98,Kothada,2019-07-09,Noori al-Hamid,SIGH Farm,95,78.5
11501,Cashewnut,98,Kothada,2019-07-09,Erica Mazza,SIGH Farm,95,69.5
11502,Cashewnut,98,Kothada,2019-07-09,Sheldon Hansen,SIGH Farm,95,165.5
11503,Cashewnut,98,Kothada,2019-07-09,Asmar el-Arif,SIGH Farm,95,225
11504,Cashewnut,98,Kothada,2019-07-09,Tyana Roubideaux,SIGH Farm,95,265
11505,Cashewnut,98,Kothada,2019-07-09,Alexis Medina-Caballero,SIGH Farm,95,35
11506,Cashewnut,98,Kothada,2019-07-09,Taylor John,SIGH Farm,95,193
11507,Cashewnut,98,Kothada,2019-07-09,Sadie Sandoval,SIGH Farm,95,121
11508,Cashewnut,98,Kothada,2019-07-09,Kathryn Burroughs,SIGH Farm,95,136
11509,Cashewnut,98,Kothada,2019-07-09,Amber Scott,SIGH Farm,95,153
11510,Cashewnut,98,Kothada,2019-07-09,Ramla al-Abbas,SIGH Farm,95,166
11511,Cashewnut,98,Kothada,2019-07-09,Jasmine Johnson-Rhoades,SIGH Farm,95,197
11512,Cashewnut,98,Kothada,2019-07-09,Najma al-Mina,SIGH Farm,95,148
11513,Cashewnut,98,Kothada,2019-07-09,Christopher Sorrell,SIGH Farm,95,129
11514,Cashewnut,98,Kothada,2019-07-09,Riley Belozerov,SIGH Farm,95,112
11515,Cashewnut,98,Kothada,2019-07-09,Kyle Kim,SIGH Farm,95,82.5
11516,Cashewnut,98,Kothada,2019-07-09,Stephanie Kennon,SIGH Farm,95,94.5
11517,Cashewnut,100,Mohanapuram,2019-07-09,Brennon Cleland,NEST Organic Produce,98,54
11518,Cashewnut,100,Mohanapuram,2019-07-09,Daioshanay Russell,NEST Organic Produce,98,23
11519,Cashewnut,100,Mohanapuram,2019-07-09,Jigmei Tsen,NEST Organic Produce,98,74
11520,Cashewnut,100,Mohanapuram,2019-07-09,Rohan Szeton,NEST Organic Produce,98,94
11521,Cashewnut,100,Mohanapuram,2019-07-09,Diana Delgado,NEST Organic Produce,98,36
11522,Cashewnut,100,Mohanapuram,2019-07-09,Mina Gesick,NEST Organic Produce,98,82.5
11523,Cashewnut,100,Mohanapuram,2019-07-09,Jazmine Thornhill,GRAB Organic Produce,98,112.5
11524,Cashewnut,100,Mohanapuram,2019-07-09,Suhail el-Shareef,GRAB Organic Produce,98,122
11525,Cashewnut,100,Mohanapuram,2019-07-09,Chandler Metzger,GRAB Organic Produce,98,103
11526,Cashewnut,100,Mohanapuram,2019-07-09,Azzaam el-Abdullah,GRAB Organic Produce,98,66
11527,Cashewnut,100,Mohanapuram,2019-07-09,Wasmaaa al-Vaziri,GRAB Organic Produce,98,97
11528,Cashewnut,100,Mohanapuram,2019-07-09,Hunter Fujinami,GRAB Organic Produce,98,73
11529,Cashewnut,98,Karakapadu,2019-07-09,Gaitha al-Baddour,SCORE Nursery,95,92
11530,Cashewnut,98,Karakapadu,2019-07-09,Muslih el-Fayad,SCORE Nursery,95,36
11531,Cashewnut,98,Karakapadu,2019-07-09,Robert Norris,SCORE Nursery,95,103
11532,Cashewnut,98,Karakapadu,2019-07-09,Juston Mitchell,SCORE Nursery,95,23
11533,Cashewnut,98,Karakapadu,2019-07-09,Jaden Vanderlinde,SCORE Nursery,95,105
11534,Cashewnut,98,Karakapadu,2019-07-09,Victoria Tran,SCORE Nursery,95,122
11535,Cashewnut,98,Karakapadu,2019-07-09,Albert Culligan,SCORE Nursery,95,75.5
11536,Cashewnut,98,Karakapadu,2019-07-09,Hamda el-Mian,SCORE Nursery,95,92.5
11537,Cashewnut,98,Karakapadu,2019-07-09,Benjamin Weller,SCORE Nursery,95,34
11538,Cashewnut,98,Karakapadu,2019-07-09,Jesus Pinedo Diaz,SCORE Nursery,95,77
11539,Cashewnut,98,Karakapadu,2019-07-09,Taitian Jones,SCORE Nursery,95,121
11540,Cashewnut,98,Karakapadu,2019-07-09,Yuka Xiong,SCORE Nursery,95,103
11543,Cashewnut,95,Kusumarai,2019-07-09,Euna Chen,PLAY Nursery,90,84.5
11544,Cashewnut,95,Kusumarai,2019-07-09,Casey York,PLAY Nursery,90,54
11545,Cashewnut,95,Kusumarai,2019-07-09,Payton Callahan,PLAY Nursery,90,115
11546,Cashewnut,95,Kusumarai,2019-07-09,Muslih el-Ghaffari,PLAY Nursery,90,82.5
11547,Cashewnut,95,Kusumarai,2019-07-09,Thao Abenes,PLAY Nursery,90,34
11548,Cashewnut,95,Kusumarai,2019-07-09,Tatiana Peterson,PLAY Nursery,90,94.5
11549,Cashewnut,95,Kusumarai,2019-07-09,Kiana Littlejohn,PLAY Nursery,90,83
11550,Cashewnut,95,Kusumarai,2019-07-09,Mahbooba el-Hamid,BUBBLE Farm,90,89
11551,Cashewnut,95,Kusumarai,2019-07-09,Louis Cotton,PLAY Nursery,90,105
11552,Cashewnut,95,Kusumarai,2019-07-09,Israel Houston,PLAY Nursery,90,28
11553,Cashewnut,95,Kusumarai,2019-07-09,Bilaal el-Kaba,PLAY Nursery,90,45
11554,Cashewnut,95,Kusumarai,2019-07-09,Jesus Gutierrez-Monarrez,PLAY Nursery,90,66
11555,Cashewnut,95,Kusumarai,2019-07-09,Azeeza el-Rahaman,PLAY Nursery,90,87
11556,Cashewnut,95,Kusumarai,2019-07-09,Christian Tran,PLAY Nursery,90,115
11557,Cashewnut,95,Kusumarai,2019-07-09,Jacob Hernandez,PLAY Nursery,90,24
11558,Cashewnut,95,Kusumarai,2019-07-09,Makalah Johns,PLAY Nursery,90,94
11559,Cashewnut,95,Kusumarai,2019-07-09,Kayla Wall,PLAY Nursery,90,43
11560,Cashewnut,95,Cheedipalem,2019-07-09,Ohdomm Rafiq,DRAPE Organic Produce,90,97
11561,Cashewnut,95,Cheedipalem,2019-07-09,Yane Vann,DRAPE Organic Produce,90,113
11563,Cashewnut,95,Cheedipalem,2019-07-09,Aatika el-Baccus,DRAPE Organic Produce,90,143
11564,Cashewnut,95,Cheedipalem,2019-07-09,Tyana Bennett,DRAPE Organic Produce,90,76
11566,Cashewnut,95,Cheedipalem,2019-07-09,Sean Hawkins,DRAPE Organic Produce,90,92
11567,Cashewnut,95,Cheedipalem,2019-07-09,Muthanna el-Azizi,DRAPE Organic Produce,90,66
11568,Cashewnut,95,Cheedipalem,2019-07-09,Saahira el-Yasin,DRAPE Organic Produce,90,15.5
11569,Cashewnut,95,Cheedipalem,2019-07-09,Arturo Whittemore,DRAPE Organic Produce,90,75.5
11570,Cashewnut,95,Cheedipalem,2019-07-09,Naaifa el-Saah,DRAPE Organic Produce,90,113
11571,Cashewnut,95,Cheedipalem,2019-07-09,Tracy Goings,DRAPE Organic Produce,90,97
11572,Cashewnut,95,Cheedipalem,2019-07-09,Ashley Goodteacher,DRAPE Organic Produce,90,123
11573,Cashewnut,95,Cheedipalem,2019-07-09, Muzna el-Ullah,DRAPE Organic Produce,90,201
11575,Cashewnut,95,Cheedipalem,2019-07-09,Leroy Barger,DRAPE Organic Produce,90,33
11577,Cashewnut,95,Cheedipalem,2019-07-09,Simon Thao,DRAPE Organic Produce,90,113.5
11578,Cashewnut,95,Cheedipalem,2019-07-09,Luis Arellano,DRAPE Organic Produce,90,75
11579,Cashewnut,95,Cheedipalem,2019-07-09,Abdullah al-Mina,DRAPE Organic Produce,90,95
11581,Cashewnut,95,Cheedipalem,2019-07-09, Faaiq al-Hoque,DRAPE Organic Produce,90,212
11583,Cashewnut,95,Cheedipalem,2019-07-09,Hamaama al-Maroun,DRAPE Organic Produce,90,172
11586,Cashewnut,98,Pandraprolu,2019-07-09,Taylor Gilliland,GRAB Organic Produce,95,156
11587,Cashewnut,98,Pandraprolu,2019-07-09,Jordan Rojas-Hernandez,GRAB Organic Produce,95,103
11589,Cashewnut,98,Pandraprolu,2019-07-09,Joseph Hernandez Renteria,GRAB Organic Produce,95,63
11590,Cashewnut,98,Pandraprolu,2019-07-09,Bassaam el-Mina,GRAB Organic Produce,95,97
11600,Cashewnut,98,Pandraprolu,2019-07-09,Cassandra Banchongchith,GRAB Organic Produce,95,103
11601,Cashewnut,98,Pandraprolu,2019-07-09,Keaton Worden,GRAB Organic Produce,95,121
11602,Cashewnut,98,Pandraprolu,2019-07-09,Anne King,GRAB Organic Produce,95,92
11606,Cashewnut,98,Pandraprolu,2019-07-09,Isaiah Burdick,GRAB Organic Produce,95,105
11607,Cashewnut,98,Pandraprolu,2019-07-09,Madison Berlin,GRAB Organic Produce,95,58
11608,Cashewnut,98,Pandraprolu,2019-07-09,Rebecca Stevens,GRAB Organic Produce,95,150
11609,Cashewnut,98,Pandraprolu,2019-07-09,Woo Bin Ky,GRAB Organic Produce,95,115
11610,Cashewnut,98,Pandraprolu,2019-07-09,Kawkab al-Sader,GRAB Organic Produce,95,97
11611,Cashewnut,98,Pandraprolu,2019-07-09,Atheer el-Raad,GRAB Organic Produce,95,58
11612,Cashewnut,98,Pandraprolu,2019-07-09,Uyanga Morris,GRAB Organic Produce,95,73
11613,Cashewnut,95,Molleru,2019-07-09,Jonnesia Bryant-Moore,WHISPER Organic Produce,92,117
11614,Cashewnut,95,Molleru,2019-07-09,Nadeera el-Tariq,WHISPER Organic Produce,92,82.5
11615,Cashewnut,95,Molleru,2019-07-09,Edward Hernandez,WHISPER Organic Produce,92,168
11616,Cashewnut,95,Molleru,2019-07-09,Yaasmeena el-Salem,WHISPER Organic Produce,92,133
11618,Cashewnut,95,Molleru,2019-07-09,Brooklyn Mcgowan,WHISPER Organic Produce,92,62
11620,Cashewnut,95,Molleru,2019-07-09,Erik Derobles,WHISPER Organic Produce,92,73
11622,Cashewnut,95,Molleru,2019-07-09,Zaaida al-Mohamed,WHISPER Organic Produce,92,109.5
11623,Cashewnut,95,Molleru,2019-07-09,Sheanne Kang,WHISPER Organic Produce,92,87
11626,Cashewnut,95,Molleru,2019-07-09,Joseph Conde,WHISPER Organic Produce,92,65
11627,Cashewnut,95,Molleru,2019-07-09,Eduardo Gonzales,WHISPER Organic Produce,92,108
11629,Cashewnut,95,Molleru,2019-07-09,Chantal Moore,WHISPER Organic Produce,92,91
11630,Cashewnut,95,Molleru,2019-07-09,Anbara el-Darwish,WHISPER Organic Produce,92,96
11632,Cashewnut,95,Molleru,2019-07-09,Najiyya al-Mansoor,WHISPER Organic Produce,92,62
11633,Cashewnut,95,Molleru,2019-07-09,Jaylon Terrell,WHISPER Organic Produce,92,71
11634,Cashewnut,95,Molleru,2019-07-09,Alexis Daniels,WHISPER Organic Produce,92,28
11635,Cashewnut,95,Molleru,2019-07-09,Derek James,WHISPER Organic Produce,92,33
11636,Cashewnut,95,Molleru,2019-07-09,Phillip Tran,WHISPER Organic Produce,92,63
11637,Cashewnut,95,Molleru,2019-07-09,Tyler Eiferle,WHISPER Organic Produce,92,89.5
11638,Cashewnut,95,Molleru,2019-07-09,Rabdaa el-Farran,WHISPER Organic Produce,92,117
11639,Cashewnut,95,Molleru,2019-07-09,Min Cartahena Jr,WHISPER Organic Produce,92,99
11674,Palm Oil,7.5,Palacherla Rajavaram,2019-07-09,Kenfield Nguyen,FOCUS Nursery,7.4,7000
11676,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Jade Nguyen,FOCUS Nursery,7.4,15000
11677,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Alyssa Swinnerton,FOCUS Nursery,7.4,25000
11678,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Raymond Molina,FOCUS Nursery,7.4,25000
11679,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Kylon Riggins,FOCUS Nursery,7.4,30000
11680,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Damion Chouaf,FOCUS Nursery,7.4,20000
11681,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Maria Becerra,FOCUS Nursery,7.4,32000
11682,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Joshua Granado-Catano,FOCUS Nursery,7.4,35000
11683,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Elberta Begay,FOCUS Nursery,7.4,5000
11684,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Kelsey Watson,FOCUS Nursery,7.4,10000
11685,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Dominique Hollis,FOCUS Nursery,7.4,15000
11686,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Wafaaa al-Rahaman,FOCUS Nursery,7.4,20000
11687,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Zana Brown,FOCUS Nursery,7.4,27000
11688,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Katherine Huynh,FOCUS Nursery,7.4,32000
11689,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Victor Noyola,FOCUS Nursery,7.4,40000
11690,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Kristen Dinh,FOCUS Nursery,7.4,42000
11691,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Nhi Reddy,FOCUS Nursery,7.4,35000
11693,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Ciana Hobbs,FOCUS Nursery,7.4,15000
11694,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Payne Green,FOCUS Nursery,7.4,10000
11696,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Matthew Dozier,FOCUS Nursery,7.4,25000
11697,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Victoria Blackman,FOCUS Nursery,7.4,15000
11698,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Marcellus Cordova,FOCUS Nursery,7.4,10000
11700,Palm Oil,7.5,Tatiyakulagudem,2019-07-10,Brandon Ryckman,FOCUS Nursery,7.4,5000
11702,Palm Oil,7.5,Kamayya Palem,2019-07-10,Andrew Vialpando,FOCUS Nursery,7.4,8000
11704,Palm Oil,7.5,Kamayya Palem,2019-07-10,Colton Murphy,FOCUS Nursery,7.4,12000
11706,Palm Oil,7.5,Kamayya Palem,2019-07-10,Andres Nixon,FOCUS Nursery,7.4,15000
11707,Palm Oil,7.5,Kamayya Palem,2019-07-10,Daniel Demandante,FOCUS Nursery,7.4,20000
11709,Palm Oil,7.5,Kamayya Palem,2019-07-10,Allie Marshall,FOCUS Nursery,7.4,28000
11712,Palm Oil,7.5,Kamayya Palem,2019-07-10,Cesar Vazquez,FOCUS Nursery,7.4,10000
11714,Cashewnut,95,Kothada,2019-07-10,Nicole Tran,SIGH Farm,92,84.5
11715,Cashewnut,95,Kothada,2019-07-10,Zubaida al-Ghani,SIGH Farm,92,110
11717,Cashewnut,95,Kothada,2019-07-10,Kilikina Hernandez,SIGH Farm,92,137
11718,Cashewnut,95,Kothada,2019-07-10,Sadie Sandoval,SIGH Farm,92,89
11720,Cashewnut,95,Kothada,2019-07-10,Sheldon Hansen,SIGH Farm,92,122
11721,Cashewnut,95,Kothada,2019-07-10,Siraj Black,SIGH Farm,92,173
11723,Cashewnut,95,Kothada,2019-07-10,Tyana Roubideaux,SIGH Farm,92,187
11725,Cashewnut,95,Kothada,2019-07-10,Christopher Sorrell,SIGH Farm,92,82.5
11726,Cashewnut,95,Kothada,2019-07-10,Kyle Kim,SIGH Farm,92,90
11728,Cashewnut,95,Kothada,2019-07-10,Ramla al-Abbas,SIGH Farm,92,160
11729,Cashewnut,95,Kothada,2019-07-10,Riley Belozerov,SIGH Farm,92,130
11731,Cashewnut,95,Kothada,2019-07-10,Kathryn Burroughs,SIGH Farm,92,126.5
11733,Cashewnut,95,Kothada,2019-07-10,Ethen Gibson,SIGH Farm,92,109
11734,Cashewnut,95,Kothada,2019-07-10,John-Wesley Richardson,SIGH Farm,92,160.5
11736,Cashewnut,95,Kothada,2019-07-10,Lilly Mendiola,SIGH Farm,92,120
11738,Cashewnut,95,Kothada,2019-07-10,Teresa Fifita,SIGH Farm,92,117
11740,Palm Oil,7.5,Palacherla Rajavaram,2019-07-10,Warren Jumbo,FOCUS Nursery,7.4,10000
11741,Cashewnut,95,Kothada,2019-07-10,Kilikina Hernandez,SIGH Farm,92,87
11743,Cashewnut,95,Kothada,2019-07-10,Brady Bolitho,SIGH Farm,92,108
11744,Cashewnut,95,Kothada,2019-07-10,Cera Liggett,SIGH Farm,92,98
11745,Cashewnut,95,Kothada,2019-07-10,Ariella Jackson,SIGH Farm,92,117
11746,Palm Oil,7.5,Kamayya Palem,2019-07-10,Austin Daniels,FOCUS Nursery,7.4,40000
11750,Cashewnut,95,Amudalabanda,2019-07-10,Kameela el-Zaidi,SCORE Nursery,93,117.5
11751,Palm Oil,7.5,Kamayya Palem,2019-07-10,Jesica Santistevan,FOCUS Nursery,7.4,35000
11752,Palm Oil,7.5,Kamayya Palem,2019-07-10,Ashly Rico,FOCUS Nursery,7.4,30000
11753,Cashewnut,95,Amudalabanda,2019-07-10,Afaaf el-Suleiman,OWN Farm,93,110
11754,Cashewnut,95,Amudalabanda,2019-07-10,Bessie Jenkins,ESCAPE Farm,93,139.5
11755,Palm Oil,7.5,Kamayya Palem,2019-07-10,Abbaas el-Kazi,FOCUS Nursery,7.4,13000
11756,Palm Oil,7.5,Kamayya Palem,2019-07-10,Leslie Armijo,FOCUS Nursery,7.4,10000
11757,Cashewnut,95,Amudalabanda,2019-07-10,Alfredo Delgado,SCORE Nursery,93,42
11758,Palm Oil,7.5,Kamayya Palem,2019-07-10,Taseania Padovich,FOCUS Nursery,7.4,5000
11759,Cashewnut,95,Amudalabanda,2019-07-10,Heng Dinh,OWN Farm,93,55
11760,Palm Oil,7.5,Kamayya Palem,2019-07-10,Aarifa el-Firman,FOCUS Nursery,7.4,35000
11762,Cashewnut,95,Amudalabanda,2019-07-10,Mara Ramirez,ESCAPE Farm,93,79
11763,Palm Oil,7.5,Kamayya Palem,2019-07-10,Nathan Hubbard,FOCUS Nursery,7.4,40000
11764,Cashewnut,95,Amudalabanda,2019-07-10,Drew Jordan,SCORE Nursery,93,91
11765,Palm Oil,7.5,Kamayya Palem,2019-07-10,Bakar al-Aydin,FOCUS Nursery,7.4,38000
11766,Cashewnut,95,Amudalabanda,2019-07-10,Jashinda Brightman,OWN Farm,93,96
11768,Cashewnut,95,Amudalabanda,2019-07-10,Javante Johnson,ESCAPE Farm,93,124.5
11769,Cashewnut,95,Amudalabanda,2019-07-10,Vanessa Alarid,SCORE Nursery,93,128.5
11770,Cashewnut,95,Amudalabanda,2019-07-10,Emily Nguyen,OWN Farm,93,142
11771,Cashewnut,95,Amudalabanda,2019-07-10,Khulood al-Amini,ESCAPE Farm,93,149
11772,Cashewnut,95,Amudalabanda,2019-07-10,Jamie Benzor Jr,SCORE Nursery,93,117
11773,Cashewnut,95,Amudalabanda,2019-07-10,Emily Hsueh,OWN Farm,93,166
11774,Cashewnut,95,Amudalabanda,2019-07-10,Abdul Fattaah al-Chahine,ESCAPE Farm,93,55
